trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.927726968288506}",25,0,-160.711640485945,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.9273352829158105}",25,0,-114.29791752379143,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
368,False,"{'a': 0.5, 'e': 0.9269425790471575}",20,0,-53.56018134498985,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.9265488571138555}",20,0,-68.6343958577813,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.9261541175483305}",25,0,-244.66529678657258,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
371,False,"{'a': 0.5, 'e': 0.9257583607841269}",20,0,-62.03181115717869,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.9253615872559054}",30,0,-188.2087232073613,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
373,False,"{'a': 0.5, 'e': 0.9249637973994445}",20,0,-133.6892911295639,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.9245649916516379}",30,0,-196.83688461510482,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.9241651704504956}",25,0,-52.3869327662382,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.9237643342351428}",30,0,-139.95500055802015,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.9233624834458196}",25,0,-135.93676082138003,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.9229596185238802}",25,0,-74.69055106982793,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.9225557399117927}",25,0,-173.66559002331638,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
380,False,"{'a': 0.5, 'e': 0.9221508480531386}",25,0,-84.7427439026386,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.9217449433926121}",25,0,-100.24256468015894,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.92133802637602}",25,0,-120.8419909642779,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
383,False,"{'a': 0.5, 'e': 0.9209300974502809}",30,0,-119.31849185029407,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.9205211570634244}",25,0,-212.27005569776134,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
385,False,"{'a': 0.5, 'e': 0.9201112056645917}",20,6,-65.39677602628933,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.9197002437040338}",20,5,-17.888048542189363,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.919288271633112}",20,16,6.773891685651522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.9188752899042966}",25,0,-89.4490463828017,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
389,False,"{'a': 0.5, 'e': 0.9184612989711672}",25,0,-133.24563612101073,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
390,False,"{'a': 0.5, 'e': 0.9180462992884116}",20,3,-110.74283580256579,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.9176302913118256}",25,0,-21.193763365449684,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.9172132754983124}",30,0,-142.00687558963168,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.9167952523058821}",30,14,-108.85693653204899,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 2}",1
394,False,"{'a': 0.5, 'e': 0.9163762221936511}",20,0,-92.65071383436701,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.9159561856218419}",25,0,-27.177256530403053,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.9155351430517823}",25,0,-150.67735382692214,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.915113094945905}",20,0,-6.284592545024908,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.9146900417677469}",20,0,-109.35417761753015,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.9142659839819492}",25,0,-159.1189506327313,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
400,False,"{'a': 0.5, 'e': 0.9138409220542563}",25,0,-148.5243289390111,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
401,False,"{'a': 0.5, 'e': 0.9134148564515151}",25,0,-123.56330150583688,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.9129877876416751}",20,0,-69.07155419602802,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.9125597160937878}",20,0,-108.43535878644708,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
404,False,"{'a': 0.5, 'e': 0.9121306422780059}",25,0,-134.86833697130857,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.9117005666655827}",25,0,-104.3082991812739,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.911269489728872}",30,0,-113.36349936450637,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.9108374119413273}",30,11,-82.37608267238684,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
408,False,"{'a': 0.5, 'e': 0.9104043337775012}",25,17,-78.67535935396451,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
409,False,"{'a': 0.5, 'e': 0.9099702557130452}",20,0,-128.39866155033582,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
410,False,"{'a': 0.5, 'e': 0.909535178224709}",25,0,-93.81594784375704,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.9090991017903398}",20,0,-72.2608414615393,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.9086620268888821}",20,15,11.031287658949461,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.9082239540003769}",30,0,-182.4841059564559,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
414,False,"{'a': 0.5, 'e': 0.9077848836059615}",25,0,-101.20980220574218,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
415,False,"{'a': 0.5, 'e': 0.9073448161878686}",20,0,-69.0946568591026,"{0: 11, 1: 6, 2: 1, 3: 2, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.9069037522294259}",30,0,-224.05756008925627,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
417,False,"{'a': 0.5, 'e': 0.9064616922150556}",20,0,-18.70807859548262,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.906018636630274}",25,0,-156.63130928789832,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
419,False,"{'a': 0.5, 'e': 0.9055745859616908}",20,1,-55.5714218634982,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.9051295406970087}",20,10,-17.782619908346426,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.9046835013250223}",25,0,-249.4688721585282,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
422,False,"{'a': 0.5, 'e': 0.9042364683356188}",30,0,-90.02015116420203,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.903788442219776}",20,0,-158.29230215759728,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.9033394234695628}",25,0,-99.2326161867511,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.9028894125781383}",25,0,-166.79896969812535,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
426,False,"{'a': 0.5, 'e': 0.902438410039751}",25,0,-22.06422562937943,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.9019864163497391}",20,0,-49.64954374689481,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.9015334320045287}",20,8,-79.07941115726992,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.9010794575016345}",25,0,-152.79022871483775,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.9006244933396584}",30,16,-59.085497595495035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
431,False,"{'a': 0.5, 'e': 0.9001685400182894}",20,10,-46.2683371299942,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.8997115980383026}",30,0,-60.299943940100974,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.8992536679015593}",25,2,-95.38380723773292,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.8987947501110058}",25,0,-142.18893955395748,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.8983348451706735}",30,0,-196.0858130979906,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
436,False,"{'a': 0.5, 'e': 0.8978739535856778}",25,0,-127.87333320240926,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.8974120758622176}",20,0,-70.29771164179132,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.896949212507575}",20,0,-22.815757195930697,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.8964853640301147}",20,14,-2.550303631949446,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.8960205309392832}",20,0,-104.63276290869936,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
441,False,"{'a': 0.5, 'e': 0.8955547137456087}",30,0,-92.67795146140934,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.8950879129606998}",25,0,-80.37001466149826,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.8946201290972456}",30,0,-116.6546010335126,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.8941513626690153}",25,5,-18.431677955665425,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.8936816141908565}",20,6,-35.65624203349495,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.893210884178696}",30,0,-88.97984970923916,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
447,False,"{'a': 0.5, 'e': 0.8927391731495383}",20,0,-100.25942683916524,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.8922664816214656}",20,0,-88.87606202431893,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.8917928101136368}",25,0,-121.2578324480055,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
450,False,"{'a': 0.5, 'e': 0.891318159146287}",20,0,-12.936555264664499,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.8908425292407273}",30,0,-131.0097383827474,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.890365920919344}",20,0,-89.00058043937398,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.8898883347055978}",25,0,-87.50966313497652,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.8894097711240234}",20,12,-50.940673629986385,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.8889302307002293}",25,16,-17.96638856164489,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.8884497139608963}",30,0,-143.71892936670423,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
457,False,"{'a': 0.5, 'e': 0.8879682214337781}",25,0,-193.94717037422868,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
458,False,"{'a': 0.5, 'e': 0.8874857536476997}",20,0,-15.00858058232643,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.8870023111325572}",25,0,-241.55129120662738,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
460,False,"{'a': 0.5, 'e': 0.8865178944193176}",20,0,-37.1579359940698,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.8860325040400175}",25,0,-134.60244270967488,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.8855461405277634}",25,0,-113.48909898805832,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.8850588044167298}",20,0,-95.15881057961569,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.8845704962421601}",20,0,-17.541397671138036,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
465,False,"{'a': 0.5, 'e': 0.884081216540365}",25,0,-87.27662254754863,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.8835909658487223}",35,0,-80.91905683223345,"{0: 27, 1: 1, 2: 5, 3: 1, 4: 1}",0
467,False,"{'a': 0.5, 'e': 0.8830997447056763}",20,12,-45.29904170202104,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.8826075536507371}",20,0,-74.68622454686906,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.8821143932244799}",30,2,-151.29715463480184,"{0: 15, 1: 5, 2: 5, 3: 1, 4: 2}",1
470,False,"{'a': 0.5, 'e': 0.8816202639685449}",25,0,-91.34172131983158,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.8811251664256361}",25,0,-57.30308507594104,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.8806291011395212}",20,0,-96.83222616630778,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
473,False,"{'a': 0.5, 'e': 0.8801320686550305}",20,0,-145.81729219951794,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.8796340695180566}",20,0,-111.40752003496674,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
475,False,"{'a': 0.5, 'e': 0.8791351042755541}",20,0,-58.592349227571084,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.8786351734755384}",30,0,-75.32207097766455,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
477,False,"{'a': 0.5, 'e': 0.8781342776670855}",25,0,-91.57462356708739,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
478,False,"{'a': 0.5, 'e': 0.8776324174003312}",25,0,-174.7622064988025,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
479,False,"{'a': 0.5, 'e': 0.8771295932264704}",20,0,-109.5979073364695,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.8766258056977572}",25,0,-172.09089825709336,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
481,False,"{'a': 0.5, 'e': 0.8761210553675032}",20,0,-117.373528512957,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
482,False,"{'a': 0.5, 'e': 0.8756153427900776}",30,0,-81.51442392203712,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.8751086685209065}",35,0,-235.9003098136647,"{0: 22, 1: 1, 2: 6, 3: 2, 4: 4}",0
484,False,"{'a': 0.5, 'e': 0.8746010331164724}",25,8,-38.00630305479698,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.8740924371343132}",20,0,-185.150536553488,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
486,False,"{'a': 0.5, 'e': 0.8735828811330217}",20,0,-88.94896713569041,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.8730723656722454}",30,0,-86.34188038086795,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.8725608913126853}",25,0,-162.58039133388132,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
489,False,"{'a': 0.5, 'e': 0.8720484586160957}",25,3,-151.3986870940189,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 2}",1
490,False,"{'a': 0.5, 'e': 0.8715350681452836}",20,8,-58.41785122229417,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.8710207204641075}",20,0,-187.35142725845117,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
492,False,"{'a': 0.5, 'e': 0.8705054161374777}",20,0,-147.38625139053144,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
493,False,"{'a': 0.5, 'e': 0.8699891557313547}",25,0,-86.37185391696089,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.8694719398127496}",20,0,-11.18305995308226,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.8689537689497224}",35,0,-197.46698350219478,"{0: 21, 1: 2, 2: 7, 3: 3, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.8684346437113823}",30,0,-53.82684715916922,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.8679145646678866}",25,0,-104.62341548178286,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.8673935323904401}",20,0,-67.96514574634648,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.8668715474512947}",20,2,-87.02092304198804,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.8663486104237483}",30,0,-46.10641506672589,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.8658247218821448}",30,11,-37.531314738460544,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
502,False,"{'a': 0.5, 'e': 0.8652998824018729}",20,0,-117.69613370726324,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
503,False,"{'a': 0.5, 'e': 0.8647740925593661}",35,0,-210.68012125282428,"{0: 19, 1: 5, 2: 7, 3: 1, 4: 3}",0
504,False,"{'a': 0.5, 'e': 0.8642473529321012}",25,0,-97.14471445023885,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8637196640985983}",25,0,-187.8978481897367,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
506,False,"{'a': 0.5, 'e': 0.8631910266384205}",20,0,-115.72028542649788,"{0: 13, 1: 3, 2: 0, 3: 2, 4: 2}",0
507,False,"{'a': 0.5, 'e': 0.862661441132172}",25,0,-87.2051922470274,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.862130908161499}",30,0,-233.04632682559023,"{0: 15, 1: 4, 2: 5, 3: 3, 4: 3}",0
509,False,"{'a': 0.5, 'e': 0.8615994283090874}",20,2,-35.87945829104607,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
510,False,"{'a': 0.5, 'e': 0.8610670021586642}",20,0,-58.340908914800366,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8605336302949946}",20,0,-109.04514851703999,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
512,False,"{'a': 0.5, 'e': 0.8599993133038832}",35,0,-222.0315223006602,"{0: 16, 1: 4, 2: 10, 3: 4, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.8594640517721726}",20,2,-66.56109651164581,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.8589278462877423}",30,0,-123.4711471623046,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
515,False,"{'a': 0.5, 'e': 0.8583906974395092}",30,0,-217.88847300648123,"{0: 14, 1: 2, 2: 11, 3: 0, 4: 3}",0
516,False,"{'a': 0.5, 'e': 0.8578526058174258}",20,0,-101.55041061111929,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.8573135720124803}",20,0,-46.75646447962196,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.8567735966166955}",25,0,-24.051834265928182,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.8562326802231286}",20,0,-146.41554218689748,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
520,False,"{'a': 0.5, 'e': 0.8556908234258701}",25,0,9.174708936868111,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.8551480268200436}",25,0,-137.76396014981248,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
522,False,"{'a': 0.5, 'e': 0.8546042910018046}",20,0,-106.50897701208406,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.8540596165683401}",25,0,-78.49663000210083,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.8535140041178685}",25,5,-68.44490904160202,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
525,False,"{'a': 0.5, 'e': 0.8529674542496378}",25,0,-92.9805570872307,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.8524199675639261}",25,0,-84.65657760222389,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.85187154466204}",20,0,-79.14802488805918,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8513221861463145}",20,0,-39.850465599261085,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
529,False,"{'a': 0.5, 'e': 0.8507718926201123}",25,0,-132.60372581355037,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
530,False,"{'a': 0.5, 'e': 0.8502206646878228}",25,0,-33.83374304603616,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
531,False,"{'a': 0.5, 'e': 0.849668502954862}",20,0,-188.67064910552233,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.8491154080276709}",25,0,-34.00696328038184,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
533,False,"{'a': 0.5, 'e': 0.8485613805137162}",25,0,-67.47755160382519,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.8480064210214884}",25,0,-73.44666716835947,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.8474505301605015}",35,0,-249.32243173843514,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 5}",0
536,False,"{'a': 0.5, 'e': 0.8468937085412928}",20,11,-10.31208900371043,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.8463359567754215}",20,0,-74.1027129991748,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.8457772754754687}",25,1,-13.259741221050987,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.8452176652550359}",25,0,-77.374947576526,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.8446571267287457}",25,0,-99.3903103303807,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.8440956605122394}",25,0,-108.88412566260351,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
542,False,"{'a': 0.5, 'e': 0.8435332672221777}",30,0,-111.12791068162063,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.8429699474762391}",25,0,-82.02062292487884,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
544,False,"{'a': 0.5, 'e': 0.8424057018931203}",20,0,-32.731328889755396,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.841840531092534}",25,0,-70.55105924131193,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
546,False,"{'a': 0.5, 'e': 0.8412744356952097}",30,0,-100.89326952147185,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.840707416322892}",25,0,-104.31673441773914,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
548,False,"{'a': 0.5, 'e': 0.8401394735983408}",20,3,-59.369987746277424,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.8395706081453297}",20,0,-46.87727974252825,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
