trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.9820631112954372}",20,0,-88.69467040283025,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9818649690092458}",25,0,-232.3849499429366,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
184,False,"{'a': 0.5, 'e': 0.9816657483369302}",20,0,-79.81567051942156,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.9814654494972952}",30,0,-163.35442532950492,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.9812640727103298}",20,0,-130.3143658400885,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9810616181972069}",20,0,-76.82230815908358,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.9808580861802831}",30,0,-75.01811817678745,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.9806534768830985}",25,0,-41.236671790151,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9804477905303761}",20,0,-248.8343665053932,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 6}",0
191,False,"{'a': 0.5, 'e': 0.9802410273480222}",25,0,-122.22473496106065,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9800331875631255}",20,0,-76.96927105430325,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.9798242714039573}",20,0,-60.667268447587745,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.979614279099971}",20,0,-86.9347628095929,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.979403210881802}",25,0,-66.64146908668876,"{0: 12, 1: 9, 2: 4, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.9791910669812673}",20,0,-69.3881104684201,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9789778476313655}",35,8,-145.624443088051,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 2}",1
198,False,"{'a': 0.5, 'e': 0.978763553066276}",35,21,-36.86142033154104,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.9785481835213596}",30,0,-77.86495596587237,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9783317392331574}",25,0,-69.87581818442062,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.978114220439391}",20,6,-55.866802307236426,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.9778956273789621}",25,0,-164.34036573628018,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
203,False,"{'a': 0.5, 'e': 0.9776759602919525}",25,0,-147.84300367896938,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.9774552194196231}",25,0,-254.7124679518101,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 5}",0
205,False,"{'a': 0.5, 'e': 0.9772334050044148}",20,0,-30.2244540339145,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.977010517289947}",30,0,-157.8779521582664,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9767865565210183}",30,0,-299.6857813553138,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 6}",0
208,False,"{'a': 0.5, 'e': 0.9765615229436055}",25,0,-94.39443272732949,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9763354168048641}",20,0,-97.46261697356134,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9761082383531272}",20,0,-131.934341224053,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.9758799878379057}",30,6,-116.78843308282572,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.9756506655098883}",30,0,-293.72067097525655,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 5}",0
213,False,"{'a': 0.5, 'e': 0.9754202716209404}",20,0,-118.55778429822097,"{0: 10, 1: 7, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9751888064241044}",20,0,-152.33671019608332,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
215,False,"{'a': 0.5, 'e': 0.9749562701735998}",25,8,-43.72673934241094,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.9747226631248217}",25,0,-187.930569202022,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9744879855343418}",25,0,-175.05101521973637,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.9742522376599074}",25,0,-208.97205074991965,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 3}",0
219,False,"{'a': 0.5, 'e': 0.9740154197604414}",20,0,-112.38508667930446,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9737775320960416}",30,2,-162.72458156643373,"{0: 13, 1: 2, 2: 11, 3: 1, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.9735385749279811}",25,15,2.542397091024926,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.9732985485187076}",20,9,-79.28689363597782,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.9730574531318427}",20,0,-190.6819006493218,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9728152890321827}",20,12,-11.53538524514888,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.9725720564856973}",30,0,-222.59653803776587,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.9723277557595297}",30,0,-162.83189728891955,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.9720823871219963}",20,0,-219.40979026135727,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 4}",0
228,False,"{'a': 0.5, 'e': 0.9718359508425867}",25,0,-112.70533760479042,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9715884471919626}",20,0,-24.959007628513042,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.9713398764419582}",20,0,-133.2795895793449,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.9710902388655798}",25,0,-154.5545856768258,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.9708395347370052}",25,0,-167.102466988561,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.970587764331584}",20,0,-127.91027146190669,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.9703349279258364}",20,9,-41.94417357649567,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.9700810257974537}",20,0,-66.68017162867865,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.9698260582252974}",30,0,-21.97116996369644,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.9695700254893997}",20,0,-135.5108164048833,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.9693129278709621}",30,0,-188.44729696661977,"{0: 14, 1: 3, 2: 11, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.969054765652356}",25,0,-213.7996794031339,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
240,False,"{'a': 0.5, 'e': 0.9687955391171221}",20,0,-156.34253612236307,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.9685352485499696}",30,0,-133.59269076762803,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.968273894236777}",25,0,-178.50221163278525,"{0: 9, 1: 2, 2: 12, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.9680114764645906}",20,0,-139.4657422446409,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.9677479955216248}",25,0,-53.609866575714065,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.9674834516972618}",20,0,-76.19167109115142,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.9672178452820511}",25,0,-145.28976388909086,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.9669511765677093}",20,0,-103.3751053585775,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9666834458471197}",25,8,-60.6315514242353,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.966414653414332}",20,0,-31.59644809088482,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.9661447995645618}",20,6,-71.8338753444872,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.9658738845941909}",25,0,-46.68176912126989,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9656019088007661}",20,0,-75.53231133529938,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9653288724829996}",20,8,-59.71384070995329,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.965054775940768}",25,0,-119.19193391011842,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.9647796194751129}",25,0,-107.36483006490926,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.9645034033882396}",20,0,-118.02176430008437,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.9642261279835173}",20,0,-56.37114298996613,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9639477935654787}",30,2,-103.49833768646025,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.9636684004398194}",30,0,-55.251691529955124,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.9633879489133982}",30,0,-78.49746010768683,"{0: 17, 1: 8, 2: 5, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.963106439294236}",20,0,-110.08290781563423,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9628238718915159}",25,0,-90.11541414973942,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.9625402470155827}",25,0,-127.62326014284648,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9622555649779428}",20,0,-23.04930647162096,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.9619698260912637}",20,8,-50.864013757394495,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.9616830306693734}",20,4,-57.64822480179247,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.9613951790272605}",20,0,-87.0595036477267,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.9611062714810734}",25,0,-104.34261509853134,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.9608163083481206}",20,0,-92.01333291184092,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9605252899468696}",25,0,-218.98043571937941,"{0: 9, 1: 2, 2: 10, 3: 2, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.9602332165969472}",25,0,-134.01201100841607,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
272,False,"{'a': 0.5, 'e': 0.9599400886191386}",25,0,-144.7485612441045,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.9596459063353874}",20,0,-182.51909019654155,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.959350670068795}",25,0,-137.0445118381193,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.9590543801436209}",25,0,-50.12069023337767,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.9587570368852811}",25,17,-6.0018978284753555,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.9584586406203491}",35,0,-184.0848181685919,"{0: 19, 1: 5, 2: 8, 3: 1, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9581591916765547}",30,0,-127.6358140841911,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.9578586903827837}",25,0,-110.75983503242914,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.957557137069078}",30,0,-88.04102139056059,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.9572545320666346}",20,0,-50.72211342851469,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.9569508757078058}",25,0,-84.75584703095244,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.9566461683260986}",25,0,-68.11409479503668,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.9563404102561744}",20,0,-158.10567642366226,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.9560336018338483}",30,0,-125.34122056042003,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.9557257433960893}",25,15,-6.235781975187309,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.9554168352810195}",30,0,-76.2471239778641,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9551068778279139}",20,0,-110.72645918643929,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.9547958713772}",20,2,-29.501012734480042,"{0: 11, 1: 6, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.9544838162704573}",20,0,-26.89829351751423,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.9541707128504172}",25,0,-93.64448129539505,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.9538565614609624}",20,0,-12.206176446902347,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.9535413624471267}",20,0,-130.5044423822046,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9532251161550943}",20,16,7.094906131641493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.9529078229321997}",20,0,-143.64320074496794,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.9525894831269273}",25,0,-108.94636043018933,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.952270097088911}",25,0,-96.19685563649112,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.9519496651689336}",20,0,-88.08367723036716,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9516281877189271}",25,0,-123.61924201870207,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.951305665091971}",30,13,-140.70049269585041,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 3}",1
301,False,"{'a': 0.5, 'e': 0.9509820976422934}",35,0,-178.9959651131484,"{0: 15, 1: 5, 2: 13, 3: 2, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.9506574857252695}",20,0,-99.44937177412409,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.9503318296974221}",25,0,-64.17413067193947,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.9500051299164203}",20,11,-39.23067036946475,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.9496773867410798}",25,0,-146.6733524799489,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.9493486005313622}",20,0,-158.86713920628787,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
307,False,"{'a': 0.5, 'e': 0.9490187716483747}",25,0,-78.84097192378346,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.9486879004543695}",25,0,-125.40716549821404,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.948355987312744}",20,0,-112.94887012010231,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
310,False,"{'a': 0.5, 'e': 0.9480230325880394}",25,0,-41.08780140962144,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.9476890366459414}",25,16,-6.888242077746323,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.947353999853279}",25,0,-69.28545441420285,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9470179225780242}",20,0,-73.04979606981371,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9466808051892923}",20,0,-80.82666719896076,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.9463426480573405}",20,0,-109.64535049492932,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.946003451553568}",20,0,-133.6380749254264,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
317,False,"{'a': 0.5, 'e': 0.9456632160505158}",20,0,-151.11484533852158,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
318,False,"{'a': 0.5, 'e': 0.9453219419218659}",20,8,-97.83529136382066,"{0: 5, 1: 1, 2: 4, 3: 1, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.9449796295424409}",20,0,-105.99089810399147,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9446362792882037}",20,0,-76.89625792071875,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.9442918915362575}",25,0,-116.7027919988008,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.9439464666648445}",20,0,-64.9479055010686,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.9436000050533464}",20,0,-158.70324220180592,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.9432525070822831}",20,0,-71.8167814440773,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.9429039731333131}",20,0,-132.61782832520635,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
326,False,"{'a': 0.5, 'e': 0.9425544035892326}",20,0,-113.13086932848655,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.9422037988339751}",25,0,-125.68468286287693,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.9418521592526112}",25,0,-147.51912366960366,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.9414994852313482}",20,0,-57.62115894865825,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.9411457771575292}",25,0,-79.87906244320122,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.9407910354196332}",25,0,-78.61863709764691,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.9404352604072742}",25,8,-23.802321959649827,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.9400784525112017}",20,0,-35.87873947655641,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.9397206121232989}",25,0,-145.7089664348497,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
335,False,"{'a': 0.5, 'e': 0.9393617396365834}",30,0,-47.553930351822025,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.9390018354452062}",20,0,-98.89907632294788,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.9386408999444515}",20,0,-52.990776114060765,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.9382789335307363}",20,11,6.09872775162934,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.9379159366016095}",30,1,-204.9732291556984,"{0: 18, 1: 2, 2: 2, 3: 4, 4: 3}",1
340,False,"{'a': 0.5, 'e': 0.9375519095557522}",30,3,-81.09907139752697,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.9371868527929766}",20,0,-43.850192368100515,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.9368207667142262}",20,0,-97.39452344619673,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.9364536517215745}",20,0,-93.24881229866912,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.9360855082182254}",20,0,-74.79109126958704,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.9357163366085124}",30,0,-135.92839148650847,"{0: 14, 1: 3, 2: 12, 3: 1, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.9353461372978982}",30,0,-133.44750394791612,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
347,False,"{'a': 0.5, 'e': 0.9349749106929739}",20,13,-40.0309966389679,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.9346026572014594}",20,0,-72.63211931108088,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.9342293772322019}",30,0,-214.1783790280106,"{0: 16, 1: 5, 2: 5, 3: 0, 4: 4}",0
350,False,"{'a': 0.5, 'e': 0.9338550711951765}",20,0,-115.4230926507444,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.9334797395014848}",20,13,-49.50062204639445,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.9331033825633551}",20,0,-80.55409293021833,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.9327260007941418}",20,0,-15.074899763651867,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.9323475946083246}",25,0,-125.61882082011228,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.9319681644215085}",20,0,-120.2840909484128,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
356,False,"{'a': 0.5, 'e': 0.9315877106504235}",30,0,-180.2908344642276,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
357,False,"{'a': 0.5, 'e': 0.9312062337129229}",20,5,-85.89357120699589,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.9308237340279848}",20,0,-36.473988073148654,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.9304402120157098}",20,0,-44.16727370409974,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.9300556680973217}",20,0,-56.476592110488646,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.9296701026951666}",20,0,-167.81909570665093,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.9292835162327124}",20,0,-19.57900111728361,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.9288959091345488}",30,13,-25.0232560909983,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.9285072818263859}",20,2,-7.117802186808718,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.9281176347350546}",25,0,-65.06005950686323,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
